id,created_at,favorite_count,retweet_count,text
1552893069670088704,2022-07-29 05:45:33,6202,630,"Poetic and beautiful this looks ♥️ All the best you guys 🤗
https://t.co/D3WFvSf7WL

#SitaRamam @dulQuer @mrunal0801 @iamRashmika
@iSumanth @AshwiniDuttCh 
@hanurpudi @Composer_Vishal @VyjayanthiFilms @SwapnaCinema @SonyMusicSouth #SitaRamamOnAug5"
1552862103442460674,2022-07-29 03:42:30,9435,840,"This is unbelievably cool 🔥
#WaatLagaDenge 
#Liger 
@TheDeverakonda https://t.co/71U1N8qRcM"
1550146556401451008,2022-07-21 15:51:54,6315,566,🙏 https://t.co/91HAyJcUiP
1542508657492910089,2022-06-30 14:01:37,836,81,"Kudos Vamsi @vkgaddam for your passion towards bringing sleek style to #rideclean today
Pre-order Now for an electrifying experience!
Go book yours Now https://t.co/yZM5Nbff9t
WhatsApp +91 9121012024
#atumobile #atumvader #atumelectricbike #caferacerbikes #caferacerelectricbike"
1542508650282921987,2022-06-30 14:01:35,3072,283,"Atumobile is launching ‘Atum Vader’ – India’s 1st high-speed café racer electric bike!
This bike is noise-free, pollution-free, completely #MadeinIndia, and is power-packed with features that will make every motorcycle enthusiast want to ride this beast. https://t.co/ehdIL0KIPx"
1541106043635535872,2022-06-26 17:08:07,26739,2992,♥️♥️♥️ https://t.co/UzkF0PVspl
1540999273977991174,2022-06-26 10:03:51,9033,786,"#HappeningHyderabad 
So proud 🙏
@KTRTRS https://t.co/8i3U5G8jR9"
1539594796050030595,2022-06-22 13:02:58,76306,15057,Wishing the man of masses &amp; heart of gold.. the best of everything in life. Happy birthday dearest sir... @actorvijay  #HBDVijay #Varisu love this !! @directorvamshi https://t.co/4yPPfBOghn
1539099207277363203,2022-06-21 04:13:40,31589,4161,"Rumours on girl - Must be true !! 
Rumours on boy - Planted by girl !! 
Grow up guys .. 
Parties involved have clearly moved on .. you should move on too !! Concentrate on your work … on your families .. move on!! https://t.co/6dbj3S5TJ6"
1535523099503828992,2022-06-11 07:23:30,3294,272,"India’s BIGGEST Fashion Sale is LIVE on @myntra. Myntra End of Reason Sale: 11-16 June brings you 50-80% Off on your fav fashion brands. #MyntraInsiders get upto 20% extra off! Es Se Bada Sale Nahi Milega! SHOP NOW
#IndiasBiggestFashionSale #GoForIt #MyntraEndOfReasonSale #Ad https://t.co/dH9EoxLF7G"
